yelp_index,yelp_name,yelp_rating,yelp_distance
6,Farm To Fork Meals,5.0,4730.030079249069
6,Dan the Cookie Man,5.0,40902.86006144185
6,Almotti,5.0,26409.900662971944
6,Italian Vice,5.0,2504.0380471368844
6,Fye Stars,5.0,28930.413115154042
6,Miu’s Tea,5.0,789.2696430313025
6,La Burguesa,5.0,23868.473384194884
6,Funnel Cake Miami,5.0,39878.702481487926
6,Mayu Miami,5.0,664.054572411028
6,Reggae Beets Gourmet Food Truck,5.0,36663.79031027358
6,The Caribe Vegan,5.0,42295.641007994454
6,Momi Market,5.0,426.67556370090745
6,Vice City Bean Brickell,5.0,612.7433117235282
6,Cucina Bambina,5.0,47568.587313108175
6,Ceviche Bowl,5.0,24124.386487767195
6,Gran Sierpe Pisco Bus Part Dos,5.0,499.48199248945554
6,Kobschie's Ice Rolls,5.0,84948.78454087775
6,Suite Habana Cafe,5.0,4497.722493921917
7,Incredible Kettle Corn,5.0,375.6126549758006
7,Taco Express,5.0,868.2624067460953
7,Farm To Fork Meals,5.0,4831.349992224548
7,Dan the Cookie Man,5.0,40947.47546305701
7,N by NAOE,5.0,1008.0889781060247
7,Almotti,5.0,26760.765385258273
7,Italian Vice,5.0,2725.688985697163
7,Fye Stars,5.0,29127.518274982758
7,Miu’s Tea,5.0,827.166601542103
7,La Burguesa,5.0,24237.621457674428
7,Funnel Cake Miami,5.0,40269.09928035157
7,Mayu Miami,5.0,939.6278346667557
7,Reggae Beets Gourmet Food Truck,5.0,36745.11151577429
7,The Caribe Vegan,5.0,42329.416732669626
7,Momi Market,5.0,415.26304495702686
7,Vice City Bean Brickell,5.0,231.76497228253933
7,Cucina Bambina,5.0,47674.72507808464
7,Ceviche Bowl,5.0,24491.804151796274
7,Gran Sierpe Pisco Bus Part Dos,5.0,142.4786785146077
7,Kobschie's Ice Rolls,5.0,85079.25378650684
8,Incredible Kettle Corn,5.0,199.05075737885153
8,Taco Express,5.0,687.6566306594681
8,Farm To Fork Meals,5.0,4838.106132604321
8,Dan the Cookie Man,5.0,40979.79959280341
8,N by NAOE,5.0,1135.9472833528328
8,Almotti,5.0,26604.455155250616
8,Italian Vice,5.0,2683.6911519756595
8,Fye Stars,5.0,29103.57564477498
8,Miu’s Tea,5.0,825.615335558767
8,La Burguesa,5.0,24076.794550330393
8,Funnel Cake Miami,5.0,40103.485376176686
8,Mayu Miami,5.0,858.5361552146824
8,Reggae Beets Gourmet Food Truck,5.0,36764.292681096624
8,The Caribe Vegan,5.0,42365.573665656055
8,Momi Market,5.0,390.5638220280185
8,Vice City Bean Brickell,5.0,360.91579655998356
8,Cucina Bambina,5.0,47685.10996761351
8,Ceviche Bowl,5.0,24331.39691557285
8,Gran Sierpe Pisco Bus Part Dos,5.0,238.53272109549542
8,Kobschie's Ice Rolls,5.0,85080.9787607966
9,Incredible Kettle Corn,5.0,810.5933949215882
9,Taco Express,5.0,743.2867404328451
9,Farm To Fork Meals,5.0,4113.15861210835
9,Klean Sweets,5.0,790.8225765218813
9,Lolita Restaurant,5.0,907.8889294278462
9,Dan the Cookie Man,5.0,40297.894369317604
9,Almotti,5.0,26568.27106754176
9,Italian Vice,5.0,1833.1601629261058
9,Paul S. Walker Urbanscape,5.0,860.2571708051021
9,Fye Stars,5.0,28248.27309084473
9,Miu’s Tea,5.0,616.3032928289574
9,La Burguesa,5.0,23993.229458648824
9,Funnel Cake Miami,5.0,39953.77792667918
9,Manila Kantina,5.0,1256.812062951497
9,Mayu Miami,5.0,220.8232692348005
9,Reggae Beets Gourmet Food Truck,5.0,36035.30919611717
9,Madda’s Place,5.0,963.3208832472321
9,The Caribe Vegan,5.0,41698.18340495886
9,Momi Market,5.0,699.0997838233396
9,Pizza Nostra,5.0,1161.5412533559545
10,Klean Sweets,5.0,449.19900726187035
10,Lolita Restaurant,5.0,642.1745417237319
10,Agustin Gainza Art,5.0,932.1036486273996
10,Cigar Stud Events,5.0,641.278724531002
10,Union Beer Store,5.0,914.9874052867128
10,Naranja Pina Gelato,5.0,52.253323019975475
10,Pizza Nostra,5.0,898.6832945192413
10,Delicias en Miami,5.0,316.3772025569801
10,Art District Cigars,5.0,999.5107706914517
10,Hotline Boba,5.0,471.7297803236582
10,Cubata,5.0,998.6133292874214
10,Dando La Brasa,5.0,1138.8905630971265
10,Little Havana,4.5,984.6137734024402
10,La Colada Gourmet,4.5,861.9213795476487
10,La Michoacana Joankale,4.5,749.7376262823301
10,Churromania Little Havana,4.5,684.9978804878909
10,La Cuvée,4.5,159.76962396936682
10,Ahi Sushi Bar,4.5,876.0561257013071
10,Doce Provisions,4.5,365.7805336318364
10,Far Out Pizza,4.5,928.0795614125666
11,Los Laureles Supermarket,5.0,1286.2201542392438
11,Pizza Nostra,5.0,1213.4309059107713
11,La Valentina Mexican Kitchen,5.0,783.745818347043
11,Firangi Food with Masala,5.0,14943.362001655354
11,Thank You Miami Cocina & Beerhouse,4.5,855.5712729887686
11,Little Havana,4.5,823.884617049595
11,La Michoacana Joankale,4.5,1009.5337373287877
11,Rita’s Cafe,4.5,698.4917258679513
11,Tanuki River Landing,4.5,667.288285695902
11,Santo Dulce Churros,4.5,4007.0062488022936
11,Ficelle Bakery,4.5,629.9782558160838
11,P.Pole Pizza,4.5,652.8166517488988
11,Gregs Cookout,4.5,1096.193142526728
11,Taqueria Los Chilangos,4.5,628.6075778730386
11,Palace Cafe & Dairy,4.5,169.99637515477772
11,Paseo Universitario,4.5,1003.5127708180307
11,LIME Fresh Mexican Grill,4.5,652.8166517488988
11,Caribe Numero 2 Cafeteria Y Restaurante,4.5,760.8508317553504
11,Dale Street Food,5.0,938.815519372639
11,Flower & Flour,5.0,5853.73422900576
12,Incredible Kettle Corn,5.0,735.7321409400569
12,Taco Express,5.0,881.6506937196549
12,Boni Bakery,5.0,13872.972578129862
12,Farm To Fork Meals,5.0,4058.7228916260615
12,Dan the Cookie Man,5.0,40230.35238776482
12,Almotti,5.0,26859.3644139472
12,Italian Vice,5.0,1864.5096138232627
12,Paul S. Walker Urbanscape,5.0,721.8137622289177
12,Fye Stars,5.0,28288.250765078457
12,Miu’s Tea,5.0,272.8225997070883
12,La Burguesa,5.0,24292.744861272335
12,Funnel Cake Miami,5.0,40265.26422499287
12,Manila Kantina,5.0,1002.847946482533
12,Mayu Miami,5.0,123.22152898418467
12,Reggae Beets Gourmet Food Truck,5.0,35992.54762040635
12,Madda’s Place,5.0,723.7867130522758
12,The Caribe Vegan,5.0,41623.43993673055
12,Momi Market,5.0,466.2464451781048
12,Yann Couvreur Patisserie,5.0,941.1562420188593
12,Vice City Bean Brickell,5.0,774.4717645426205
13,Incredible Kettle Corn,5.0,249.22151998154362
13,Taco Express,5.0,685.6035735491822
13,Farm To Fork Meals,5.0,4592.737705267498
13,Dan the Cookie Man,5.0,40740.76884923146
13,N by NAOE,5.0,1007.5103717963077
13,Almotti,5.0,26711.947307843442
13,Italian Vice,5.0,2437.2629185850215
13,Fye Stars,5.0,28855.647262269522
13,Miu’s Tea,5.0,583.8919076531284
13,La Burguesa,5.0,24172.780090148404
13,Funnel Cake Miami,5.0,40184.787050414736
13,Mayu Miami,5.0,624.019982505269
13,Reggae Beets Gourmet Food Truck,5.0,36521.037648958736
13,The Caribe Vegan,5.0,42128.0278299125
13,Momi Market,5.0,153.16556003144368
13,Vice City Bean Brickell,5.0,327.58830389257196
13,Cucina Bambina,5.0,47439.73129489598
13,Ceviche Bowl,5.0,24428.50834497349
13,Gran Sierpe Pisco Bus Part Dos,5.0,238.14605207125337
13,Kobschie's Ice Rolls,5.0,84834.09386503541
14,Incredible Kettle Corn,5.0,718.2794622761423
14,Taco Express,5.0,1102.4356757387234
14,Farm To Fork Meals,5.0,4222.105154846752
14,Dan the Cookie Man,5.0,40331.6787498389
14,N by NAOE,5.0,588.523777356273
14,Almotti,5.0,27155.173087362276
14,Italian Vice,5.0,2178.620329023665
14,Paul S. Walker Urbanscape,5.0,952.7859664585093
14,Fye Stars,5.0,28538.179629096176
14,Miu’s Tea,5.0,287.8162050865781
14,La Burguesa,5.0,24607.83530565117
14,Funnel Cake Miami,5.0,40607.24889324922
14,Manila Kantina,5.0,964.8198528284177
14,Mayu Miami,5.0,619.0423600460483
14,Reggae Beets Gourmet Food Truck,5.0,36130.05319449768
14,Madda’s Place,5.0,785.4842211689754
14,The Caribe Vegan,5.0,41714.04560324858
14,Momi Market,5.0,326.29922620971087
14,Yann Couvreur Patisserie,5.0,922.8727072320853
14,Vice City Bean Brickell,5.0,411.11709365767274
15,N by NAOE,5.0,707.6828989060041
15,Cindy Lou's Cookies,5.0,978.9028881630338
15,Paul S. Walker Urbanscape,5.0,456.0365588849565
15,Miu’s Tea,5.0,463.516980818937
15,Manila Kantina,5.0,365.4591423245243
15,Mayu Miami,5.0,755.3396439474178
15,Madda’s Place,5.0,190.75148277704486
15,Momi Market,5.0,879.7825623724159
15,Yann Couvreur Patisserie,5.0,313.9024869329678
15,Luncheria,5.0,313.0213926102011
15,City Cigar Lounge,5.0,651.9333098726937
15,Shishkabob Mediterranean Cuisine,5.0,376.28059904157953
15,XO Espresso Bar,5.0,356.25774903457096
15,Miss Mandel Bread,5.0,178.53098430779806
15,SoBe Hookah - Brickell,5.0,711.1870743521549
15,DOM'S,4.5,833.2396671292264
15,Tacos Sonora 305,4.5,435.7481789444971
15,Cruisin' Tikis Miami,4.5,840.5110805776687
15,Skyviews Miami Observation Wheel,4.5,886.977300712495
15,Atlantis Cafe,4.5,504.8992307830655
16,N by NAOE,5.0,668.9534167296725
16,Italian Vice,5.0,1662.528832569977
16,Cindy Lou's Cookies,5.0,994.7943665801066
16,Paul S. Walker Urbanscape,5.0,509.89789907608383
16,Miu’s Tea,5.0,537.1582600731176
16,Manila Kantina,5.0,306.44837327465115
16,Mayu Miami,5.0,844.6653596892496
16,Madda’s Place,5.0,222.1162434676609
16,Momi Market,5.0,939.9738716146773
16,Yann Couvreur Patisserie,5.0,265.992719583561
16,Luncheria,5.0,264.994893851982
16,City Cigar Lounge,5.0,676.5590306320919
16,Shishkabob Mediterranean Cuisine,5.0,313.19594597374925
16,XO Espresso Bar,5.0,343.9727250040246
16,Miss Mandel Bread,5.0,192.72207760946517
16,SoBe Hookah - Brickell,5.0,743.8291130601076
16,DOM'S,4.5,885.228064741658
16,Tacos Sonora 305,4.5,452.8504760897698
16,Cruisin' Tikis Miami,4.5,754.7349304755222
16,Skyviews Miami Observation Wheel,4.5,803.4090123574995
17,N by NAOE,5.0,890.6163592746612
17,Italian Vice,5.0,1466.1312734164644
17,Cindy Lou's Cookies,5.0,806.2517932497842
17,El Vecino,5.0,925.3581126116604
17,Paul S. Walker Urbanscape,5.0,274.77990598929904
17,Miu’s Tea,5.0,540.1353995524491
17,Manila Kantina,5.0,350.93126793895635
17,Mayu Miami,5.0,741.5337368875572
17,Madda’s Place,5.0,57.46436654645688
17,Momi Market,5.0,974.522969314072
17,Yann Couvreur Patisserie,5.0,285.68506241801646
17,Luncheria,5.0,285.2857777667879
17,City Cigar Lounge,5.0,475.49087467806135
17,Shishkabob Mediterranean Cuisine,5.0,369.70561993016935
17,XO Espresso Bar,5.0,537.6394959439284
17,Miss Mandel Bread,5.0,356.49185751399125
17,SoBe Hookah - Brickell,5.0,855.3358751538169
17,DOM'S,4.5,945.5716757518695
17,Tacos Sonora 305,4.5,601.5460139247406
17,Cruisin' Tikis Miami,4.5,877.2300279579761
18,N by NAOE,5.0,790.6403408014145
18,Italian Vice,5.0,1558.0153116647243
18,Cindy Lou's Cookies,5.0,895.6737520207633
18,El Vecino,5.0,869.5898801411633
18,Paul S. Walker Urbanscape,5.0,551.1846570142903
18,Miu’s Tea,5.0,774.3990988787881
18,Manila Kantina,5.0,89.7500093118125
18,Mayu Miami,5.0,1056.9653581276252
18,Madda’s Place,5.0,291.4282163122235
18,Yann Couvreur Patisserie,5.0,104.4566853680345
18,Luncheria,5.0,103.75661447061161
18,City Cigar Lounge,5.0,618.5769551446992
18,Shishkabob Mediterranean Cuisine,5.0,84.71940067548832
18,XO Espresso Bar,5.0,537.4993687714646
18,Miss Mandel Bread,5.0,423.31838382824577
18,SoBe Hookah - Brickell,5.0,969.898116870919
18,Tacos Sonora 305,4.5,671.2615434080755
18,Cruisin' Tikis Miami,4.5,539.2195798312022
18,Skyviews Miami Observation Wheel,4.5,580.0114273979794
18,Atlantis Cafe,4.5,516.5129168644542
19,N by NAOE,5.0,942.1653593057126
19,Italian Vice,5.0,1396.579258613094
19,Cindy Lou's Cookies,5.0,731.9331126038861
19,El Vecino,5.0,835.3052080876934
19,Paul S. Walker Urbanscape,5.0,252.2029920649562
19,Miu’s Tea,5.0,631.8048249908204
19,Manila Kantina,5.0,293.21018154667667
19,Mayu Miami,5.0,820.8720871797542
19,Madda’s Place,5.0,56.22964238004284
19,Yann Couvreur Patisserie,5.0,228.31627866044485
19,J9 Smoothie Bar and Grill,5.0,1215.7588353311894
19,Luncheria,5.0,228.19994433275704
19,City Cigar Lounge,5.0,406.21087182443074
19,Shishkabob Mediterranean Cuisine,5.0,314.0434309704906
19,XO Espresso Bar,5.0,601.8437068841523
19,Miss Mandel Bread,5.0,425.4563398554355
19,SoBe Hookah - Brickell,5.0,941.313774490064
19,Tacos Sonora 305,4.5,679.2229199248478
19,Cruisin' Tikis Miami,4.5,823.9810253851444
19,Skyviews Miami Observation Wheel,4.5,853.4399555555201
20,Farm To Fork Meals,5.0,1880.2369016884516
20,Black Police Precinct and Courthouse Museum,5.0,935.8885975746331
20,Almotti,5.0,28256.058487637565
20,Italian Vice,5.0,662.2092695370792
20,Cindy Lou's Cookies,5.0,892.9432056257111
20,El Vecino,5.0,702.8835867239042
20,J9 Smoothie Bar and Grill,5.0,791.6044352519109
20,LIRA Beirut eatery,5.0,1090.4668872296243
20,Unique Designer's Cake,5.0,436.0938441100542
20,Cucina Bambina,5.0,44723.33743179544
20,Kobschie's Ice Rolls,5.0,82115.66767935906
20,Suite Habana Cafe,5.0,1659.5508653473396
20,George's Shawarma,5.0,16565.459726230438
20,Pierogi One,5.0,568.6566346533702
20,Howling Wolf Bar & Eatery,5.0,250.0761267478151
20,I'll Mix It Up,5.0,18870.396166741197
20,Sushisur Miami,5.0,455.8673506885508
20,Cachapa Star,5.0,13089.50120546544
20,Yacht Xotics,4.5,1178.4487174446317
20,Chef Allen's Farm to Table,4.5,485.0899786859406
21,Farm To Fork Meals,5.0,1729.1497040796426
21,Black Police Precinct and Courthouse Museum,5.0,1060.765676314028
21,Almotti,5.0,28403.166224513287
21,Italian Vice,5.0,806.4956335814671
21,El Vecino,5.0,833.8252267334458
21,J9 Smoothie Bar and Grill,5.0,948.7499846080196
21,LIRA Beirut eatery,5.0,1005.9152961151269
21,Unique Designer's Cake,5.0,597.4853796120522
21,Cucina Bambina,5.0,44575.34358797026
21,Kobschie's Ice Rolls,5.0,81971.42028961628
21,Suite Habana Cafe,5.0,1520.557163570391
21,George's Shawarma,5.0,16537.6499408331
21,Pierogi One,5.0,635.3549221325073
21,Howling Wolf Bar & Eatery,5.0,112.18298374037037
21,I'll Mix It Up,5.0,19007.78228702978
21,Cachapa Star,5.0,13115.966626144978
21,Sushisur Miami,5.0,611.1000128913053
21,Yacht Xotics,4.5,1016.60087603031
21,Chef Allen's Farm to Table,4.5,436.5762066184609
21,Bunbury,4.5,17.598473414347684
22,Farm To Fork Meals,5.0,1601.6184445063648
22,Almotti,5.0,28839.839526847874
22,El Vecino,5.0,1041.8517019401784
22,Kay's Cafe by Indulge MIA,5.0,987.1773226485418
22,Unique Designer's Cake,5.0,955.8778301317247
22,Cucina Bambina,5.0,44406.91965364911
22,Kobschie's Ice Rolls,5.0,81824.0541710398
22,Suite Habana Cafe,5.0,1480.6286904717801
22,George's Shawarma,5.0,16794.838400514353
22,Pierogi One,5.0,701.0664501452951
22,Howling Wolf Bar & Eatery,5.0,477.75127471083135
22,I'll Mix It Up,5.0,19457.673690232736
22,Cachapa Star,5.0,13482.99095038714
22,Sushisur Miami,5.0,934.8303253258221
22,Yacht Xotics,4.5,692.9617671145614
22,Chef Allen's Farm to Table,4.5,303.7070760760504
22,Dasher & Crank,4.5,1377.1992819280051
22,Bunbury,4.5,463.45523428415777
22,OMAKAI sushi,4.5,1270.5982106964148
22,Maurice A Ferré Park,4.5,781.2952068812625
23,Farm To Fork Meals,5.0,1674.6978721415353
23,Almotti,5.0,29060.27380071751
23,El Vecino,5.0,1162.8528347225208
23,Kay's Cafe by Indulge MIA,5.0,980.5558794931379
23,Unique Designer's Cake,5.0,1156.5075199830478
23,Cucina Bambina,5.0,44398.01038483053
23,Kobschie's Ice Rolls,5.0,81827.59311288288
23,Suite Habana Cafe,5.0,1607.644806342381
23,George's Shawarma,5.0,17017.309455085022
23,Pierogi One,5.0,788.4710858913166
23,Howling Wolf Bar & Eatery,5.0,750.4134948247716
23,I'll Mix It Up,5.0,19696.06859728877
23,Cachapa Star,5.0,13745.125324065812
23,Sushisur Miami,5.0,1120.2875546773391
23,Yacht Xotics,4.5,682.6282314881762
23,Chef Allen's Farm to Table,4.5,423.43896694477706
23,Bunbury,4.5,729.225960260622
23,Maurice A Ferré Park,4.5,841.2926225057987
23,Pinocchio On The Bay,4.5,516.1222018725588
23,Venetian Causeway,4.5,797.7217043916011
24,Farm To Fork Meals,5.0,1357.0620777371814
24,Lock and Load Miami Machine Gun Experience,5.0,1258.7207077535925
24,Almotti,5.0,29241.05854813504
24,Kay's Cafe by Indulge MIA,5.0,646.762879828271
24,Cucina Bambina,5.0,44065.05245939118
24,Mamma Leone Bakery,5.0,1037.694515345333
24,Kobschie's Ice Rolls,5.0,81493.56394115857
24,Ruka Winewood,5.0,1117.1454447825763
24,Suite Habana Cafe,5.0,1322.9686483848081
24,George's Shawarma,5.0,16808.794989355647
24,Howling Wolf Bar & Eatery,5.0,821.2862416109699
24,I'll Mix It Up,5.0,19842.167043730107
24,Cachapa Star,5.0,13633.6029459072
24,Lock and Load Miami Machine Gun Experience & Range,4.5,1258.0200132963175
24,Yacht Xotics,4.5,351.33787713636957
24,Paradox Museum,4.5,1086.885014862134
24,Chef Allen's Farm to Table,4.5,693.21942585422
24,Novela Cafe Social,4.5,1109.7632961712195
24,Bunbury,4.5,839.256643116308
24,Pinocchio On The Bay,4.5,182.2883942676509
25,Farm To Fork Meals,5.0,1052.239305729619
25,Lock and Load Miami Machine Gun Experience,5.0,932.6722053781632
25,Kay's Cafe by Indulge MIA,5.0,419.16870304685267
25,The Crepes and Waffles Bar,5.0,903.3864529220874
25,Mamma Leone Bakery,5.0,729.6449739113725
25,Ruka Winewood,5.0,790.8821296026257
25,Suite Habana Cafe,5.0,997.4194346573016
25,Káktos Tacos,5.0,845.9881522077405
25,Jenny with the pot,5.0,1034.3455918662519
25,Howling Wolf Bar & Eatery,5.0,803.4089607125405
25,Midtown Creamery,4.5,888.7814266618016
25,Lock and Load Miami Machine Gun Experience & Range,4.5,931.9650782690805
25,Yacht Xotics,4.5,163.55743865184996
25,Pop Love Gelato,4.5,1079.9271908947285
25,Paradox Museum,4.5,764.654224027315
25,Chef Allen's Farm to Table,4.5,879.5692429160212
25,Miracle in Miami,4.5,1119.2446704216961
25,Ossobuco,4.5,1104.891619446351
25,Novela Cafe Social,4.5,785.4216276539878
25,1811 Miami,4.5,845.9881522077405
26,Farm To Fork Meals,5.0,450.02214738962056
26,Lock and Load Miami Machine Gun Experience,5.0,582.1429225709561
26,Italian Vice,5.0,2185.0158239508846
26,Kay's Cafe by Indulge MIA,5.0,314.89041014581693
26,Taste of R Cuisine,5.0,928.225484063738
26,Minty Z - Midtown,5.0,985.9472070374853
26,The Crepes and Waffles Bar,5.0,352.6067885116978
26,Organic Food Kings,5.0,953.6286219683385
26,Mamma Leone Bakery,5.0,224.6012600049683
26,Ruka Winewood,5.0,534.7478308828287
26,La Bottega,5.0,573.0306179009503
26,Suite Habana Cafe,5.0,606.3896487231207
26,Fresh Kitchen Miami Midtown,5.0,924.721034415808
26,Petite Comite,5.0,422.67704204443766
26,Káktos Tacos,5.0,279.1082608860158
26,Jenny with the pot,5.0,882.453517272483
26,Midtown Creamery,4.5,290.41549912136213
26,Lock and Load Miami Machine Gun Experience & Range,4.5,582.0617988913376
26,Yacht Xotics,4.5,598.5579013943329
26,Pop Love Gelato,4.5,627.7098713735942
27,Farm To Fork Meals,5.0,340.12316953726486
27,Lock and Load Miami Machine Gun Experience,5.0,716.4555489382017
27,Italian Vice,5.0,2605.897463696374
27,Kay's Cafe by Indulge MIA,5.0,778.7435051901148
27,Taste of R Cuisine,5.0,661.2656549441082
27,Bocadoro,5.0,824.4195168531539
27,Minty Z - Midtown,5.0,549.8122209051553
27,The Crepes and Waffles Bar,5.0,434.2623961867318
27,Organic Food Kings,5.0,666.1532170764176
27,Mamma Leone Bakery,5.0,514.6153194385355
27,Ruka Winewood,5.0,772.6483010456269
27,De La Cruz Collection,5.0,1152.5317487669658
27,La Bottega,5.0,102.143191034513
27,Suite Habana Cafe,5.0,688.2556718051653
27,Sushi Yasu Tanaka,5.0,823.3227026728264
27,Fresh Kitchen Miami Midtown,5.0,570.6933280776212
27,Petite Comite,5.0,59.963116350651774
27,Káktos Tacos,5.0,425.86132235807503
27,Jenny with the pot,5.0,1057.861409813719
27,Midtown Creamery,4.5,374.1199789981781
28,Boni Bakery,5.0,13261.64554937886
28,Farm To Fork Meals,5.0,2679.7887608613337
28,Black Police Precinct and Courthouse Museum,5.0,863.1291574703206
28,Almotti,5.0,27660.397311676403
28,Italian Vice,5.0,595.3434199297109
28,El Vecino,5.0,337.0455965226615
28,Cindy Lou's Cookies,5.0,92.92423339882697
28,Paul S. Walker Urbanscape,5.0,684.5918065078458
28,Manila Kantina,5.0,878.7339460830175
28,Madda’s Place,5.0,871.7770492773437
